2015-11-20,54.25,54.299999,53.27,54.189999,37100500,54.189999
2015-11-19,53.990002,54.66,53.779999,53.939999,28131200,53.939999
2015-11-18,53.00,53.98,52.98,53.849998,28794400,53.849998
2015-11-17,53.169998,53.529999,52.849998,52.970001,31211600,52.970001
2015-11-16,53.080002,53.889999,52.849998,53.77,32165200,53.409999
2015-11-13,53.07,53.290001,52.529999,52.84,36848200,52.486225
2015-11-12,53.48,53.98,53.189999,53.32,35361100,52.963011
2015-11-11,53.700001,54.200001,53.459999,53.650002,36516300,53.290803
2015-11-10,54.07,54.130001,53.27,53.509998,55283700,53.151738
2015-11-09,54.549999,54.869999,53.560001,54.16,32513100,53.797387
2015-11-06,54.09,54.98,53.959999,54.919998,32851200,54.552297
2015-11-05,54.490002,54.700001,54.00,54.380001,31468500,54.015915
2015-11-04,54.18,54.880001,54.060001,54.400002,37087800,54.035782
2015-11-03,52.93,54.389999,52.900002,54.150002,36596900,53.787456
2015-11-02,52.849998,53.360001,52.619999,53.240002,30285000,52.883549
2015-10-30,53.32,53.990002,52.619999,52.639999,46619800,52.287563
2015-10-29,53.540001,53.830002,53.220001,53.360001,30202100,53.002744
2015-10-28,53.540001,53.98,52.860001,53.98,47000800,53.618592
2015-10-27,53.990002,54.369999,53.580002,53.689999,50999900,53.330533
2015-10-26,52.529999,54.32,52.50,54.25,64633300,53.886785
2015-10-23,52.299999,54.07,52.25,52.869999,135227100,52.516023
2015-10-22,47.529999,48.950001,47.09,48.029999,56637100,47.708428
2015-10-21,47.919998,47.990002,47.110001,47.200001,25144300,46.883987
2015-10-20,47.439999,47.810001,47.02,47.77,30802200,47.45017
2015-10-19,47.419998,47.880001,47.02,47.619999,29387600,47.301173
2015-10-16,47.02,47.540001,46.900002,47.509998,25779300,47.191909
2015-10-15,47.009998,47.029999,46.529999,47.009998,27189400,46.695256
2015-10-14,46.650002,47.099998,46.529999,46.68,24697800,46.367468
2015-10-13,46.560001,47.130001,46.560001,46.889999,19987800,46.576061
2015-10-12,46.98,47.07,46.50,47.00,19769100,46.685325
2015-10-09,47.450001,47.540001,46.919998,47.110001,28600600,46.794589
2015-10-08,46.560001,47.52,46.50,47.450001,33772700,47.132313
2015-10-07,47.099998,47.349998,45.950001,46.799999,27711500,46.486663
2015-10-06,46.330002,47.18,46.220001,46.75,27510800,46.436999
2015-10-05,45.75,46.889999,45.700001,46.630001,34369300,46.317803
2015-10-02,44.27,45.57,43.919998,45.57,41839000,45.264899
2015-10-01,44.75,44.75,43.75,44.610001,28657900,44.311327
2015-09-30,43.880001,44.299999,43.66,44.259998,34958900,43.963668
2015-09-29,43.369999,43.57,43.049999,43.439999,32763600,43.149159
2015-09-28,43.830002,44.09,43.209999,43.290001,27613800,43.000165
2015-09-25,44.48,44.73,43.759998,43.939999,29384600,43.645811
2015-09-24,43.450001,44.130001,43.27,43.91,27905600,43.616013
2015-09-23,43.93,44.169998,43.509998,43.869999,17145200,43.57628
2015-09-22,43.380001,44.049999,43.310001,43.900002,28085900,43.606082
2015-09-21,43.619999,44.470001,43.599998,44.110001,26177200,43.814675
2015-09-18,43.50,43.990002,43.330002,43.48,63143700,43.188892
2015-09-17,44.290001,45.00,44.080002,44.25,32768200,43.953737
2015-09-16,43.970001,44.380001,43.84,44.299999,23372200,44.003401
2015-09-15,43.189999,44.290001,43.080002,43.98,28882200,43.685544
2015-09-14,43.43,43.439999,42.860001,43.040001,23656000,42.751839
2015-09-11,43.139999,43.59,42.939999,43.48,27132500,43.188892
2015-09-10,43.119999,43.790001,42.75,43.290001,31366600,43.000165
2015-09-09,44.209999,44.400002,42.91,43.07,33469500,42.781637
2015-09-08,43.299999,44.00,43.200001,43.889999,32469800,43.596147
2015-09-04,42.810001,43.040001,42.200001,42.610001,37138800,42.324718
2015-09-03,43.41,43.98,43.279999,43.50,28285200,43.208758
2015-09-02,42.360001,43.380001,41.880001,43.360001,37671500,43.069696
2015-09-01,42.169998,42.59,41.66,41.82,49688900,41.540006
2015-08-31,43.560001,43.93,43.099998,43.52,34441700,43.228625
2015-08-28,43.400002,44.150002,43.389999,43.93,28246700,43.63588
2015-08-27,43.23,43.950001,42.93,43.900002,50943200,43.606082
2015-08-26,42.009998,42.84,41.060001,42.709999,63408000,42.424047
2015-08-25,42.57,43.240002,40.389999,40.470001,70616600,40.199046
2015-08-24,40.450001,42.689999,39.720001,41.68,88753700,41.400944
2015-08-21,45.299999,45.48,43.07,43.07,70053100,42.781637
