2015-11-20,39.25,39.580002,39.200001,39.34,12011800,39.34
2015-11-19,38.669998,39.32,38.619999,39.02,11648200,39.02
2015-11-18,38.189999,38.73,38.150002,38.700001,11936100,38.700001
2015-11-17,38.23,38.52,37.970001,38.130001,14818600,38.130001
2015-11-16,37.689999,38.389999,37.560001,38.119999,16711000,38.119999
2015-11-13,38.48,38.599998,37.220001,37.299999,22506300,37.299999
2015-11-12,38.650002,39.099998,38.509998,38.630001,14456700,38.630001
2015-11-11,39.240002,39.599998,38.98,39.040001,18813900,39.040001
2015-11-10,39.830002,40.169998,39.790001,39.919998,11273700,39.919998
2015-11-09,40.41,40.50,39.779999,40.099998,14492400,40.099998
2015-11-06,40.32,40.639999,40.130001,40.619999,16471200,40.619999
2015-11-05,40.16,40.599998,40.150002,40.349998,16355300,40.349998
2015-11-04,40.349998,40.57,40.060001,40.48,16860300,40.48
2015-11-03,39.689999,40.27,39.580002,40.200001,17103800,40.200001
2015-11-02,39.049999,39.779999,38.900002,39.75,19769700,39.75
2015-10-30,38.919998,39.040001,38.50,38.84,16408600,38.84
2015-10-29,38.529999,38.91,38.529999,38.860001,11427700,38.860001
2015-10-28,38.630001,38.889999,38.369999,38.880001,14016000,38.880001
2015-10-27,38.330002,38.450001,38.040001,38.34,14099200,38.34
2015-10-26,37.939999,38.619999,37.939999,38.369999,12304300,38.369999
2015-10-23,38.119999,38.16,37.790001,38.07,16444800,38.07
2015-10-22,36.849998,37.860001,36.849998,37.790001,14697400,37.790001
2015-10-21,36.98,37.119999,36.57,36.619999,11062600,36.619999
2015-10-20,36.619999,37.00,36.619999,36.860001,13549500,36.860001
2015-10-19,36.860001,37.099998,36.57,36.869999,17658600,36.869999
2015-10-16,37.799999,37.799999,37.139999,37.369999,19495000,37.369999
2015-10-15,37.549999,37.669998,37.259998,37.549999,11946300,37.549999
2015-10-14,37.169998,37.580002,37.139999,37.259998,14035300,37.259998
2015-10-13,37.91,38.200001,37.740002,37.82,11495900,37.82
2015-10-12,37.919998,38.119999,37.689999,38.040001,10964100,38.040001
2015-10-09,37.98,38.200001,37.66,38.099998,14656400,38.099998
2015-10-08,37.389999,37.990002,37.34,37.889999,13247600,37.74
2015-10-07,37.75,37.98,37.349998,37.66,16335700,37.510911
2015-10-06,37.52,37.849998,37.509998,37.73,12427300,37.580633
2015-10-05,37.259998,37.73,37.02,37.59,12741700,37.441188
2015-10-02,35.709999,36.91,35.639999,36.889999,18772800,36.743958
2015-10-01,36.23,36.419998,35.849998,36.240002,18331300,36.096534
2015-09-30,35.889999,36.189999,35.779999,36.119999,16215000,35.977006
2015-09-29,35.310001,35.66,35.240002,35.509998,19785900,35.369421
2015-09-28,35.720001,36.139999,35.400002,35.439999,21742700,35.299698
2015-09-25,36.200001,36.32,35.91,36.049999,19387000,35.907284
2015-09-24,35.849998,36.23,35.389999,36.060001,18059500,35.917246
2015-09-23,36.189999,36.220001,35.830002,35.990002,16991600,35.847524
2015-09-22,36.34,36.490002,35.970001,36.189999,19979700,36.046729
2015-09-21,36.599998,37.060001,36.419998,36.830002,14964400,36.684198
2015-09-18,36.290001,36.98,36.259998,36.380001,34919800,36.235979
2015-09-17,38.27,38.27,36.50,36.740002,37299000,36.594555
2015-09-16,38.259998,38.52,37.93,38.27,19574000,38.118496
2015-09-15,37.77,38.18,37.400002,37.990002,14877900,37.839606
2015-09-14,37.810001,37.939999,37.369999,37.560001,15021500,37.411308
2015-09-11,37.450001,37.959999,37.400002,37.919998,12948600,37.76988
2015-09-10,37.029999,37.939999,37.029999,37.610001,16930600,37.461109
2015-09-09,37.900002,38.18,37.009998,37.09,14710200,36.943167
2015-09-08,36.73,37.82,36.73,37.68,18949600,37.530832
2015-09-04,36.349998,36.68,36.09,36.27,13147900,36.126414
2015-09-03,36.810001,37.27,36.77,36.900002,11787800,36.753921
2015-09-02,36.369999,36.75,36.110001,36.75,15049300,36.604513
2015-09-01,36.330002,36.549999,35.889999,36.009998,19948700,35.867441
2015-08-31,37.16,37.509998,36.93,37.09,15352800,36.943167
2015-08-28,36.860001,37.490002,36.779999,37.459999,21559100,37.311702
2015-08-27,37.349998,37.509998,36.009998,36.82,28218200,36.674236
2015-08-26,36.029999,37.02,35.599998,36.91,20554300,36.76388
2015-08-25,36.970001,37.209999,35.380001,35.450001,21393600,35.309661
2015-08-24,35.73,36.599998,35.139999,36.080002,32522300,35.937168
2015-08-21,38.32,38.77,37.549999,37.549999,19411300,37.401346
